id,name,birthdate,deathdate
4933,Lorraine Stanley,1976-06-28,NA
4934,Lorraine Toussaint,1960-04-04,NA
4935,Lorraine Ziff,NA,NA
4936,Lotte Verbeek,1982-06-24,NA
4937,Lou Adler,1933-12-13,NA
4938,Lou Perryman,1941-08-15,2009-04-01
4939,Lou Romano,1972-04-15,NA
4940,Lou Saliba,NA,NA
4941,Lou Taylor Pucci,1985-07-27,NA
4942,Louis C.K.,1967-09-12,NA
4943,Louis Ferreira,1966-02-20,NA
4944,Louis Herthum,1956-07-05,NA
4945,Louis Jourdan,1921-06-19,2015-02-14
4946,Louis Koo,1970-10-21,NA
4947,Louis Leterrier,1973-06-17,NA
4948,Louis Lombardi,NA,NA
4949,Louis Mandylor,1966-09-13,NA
4950,Louis Morneau,NA,NA
4951,Louis Mustillo,1958-05-28,NA
4952,Louis Ozawa Changchien,NA,NA
4953,Louis Walsh,1952-08-05,NA
4954,Louisa Milwood-Haigh,NA,NA
4955,Louise Beavers,1902-03-08,1962-10-26
4956,Louise Bourgoin,1981-11-28,NA
4957,Louise Brealey,1979-03-27,NA
4958,Louise Brooks,1946-10-23,2012-09-02
4959,Louise Fletcher,1934-07-22,NA
4960,Louise Lasser,1939-04-11,NA
4961,Louise Sorel,1940-08-06,NA
4962,Lowell Sherman,1888-10-11,1934-12-28
4963,Lubna Azabal,NA,NA
4964,Luc Besson,1959-03-18,NA
4965,Luc Jacquet,1967-12-05,NA
4966,Luca Guadagnino,NA,NA
4967,Lucas Bryant,1978-09-28,NA
4968,Lucas Grabeel,1984-11-23,NA
4969,Lucile Hadzihalilovic,1961-05-07,NA
4970,Lucille Ball,1911-08-06,1989-04-26
4971,Lucille La Verne,1872-11-07,1945-03-04
4972,Lucio Fulci,1927-06-17,1996-03-13
4973,Lucky McKee,1975-11-01,NA
4974,Lucrecia Martel,1966-12-14,NA
4975,Lucy,1911-08-06,1989-04-26
4976,Lucy Boynton,NA,NA
4977,Lucy Fry,NA,NA
4978,Lucy Gaskell,1980-07-10,NA
4979,Lucy Gordon,1980-05-22,2009-05-20
4980,Ludger Pistor,1959-03-16,NA
4981,Ludivine Sagnier,1979-07-03,NA
4982,Luenell,1959-03-12,NA
4983,Luigi Pistilli,1929-07-19,1996-04-21
4984,Luis Antonio,1961-02-25,NA
4985,Luis E. Carazo,NA,NA
4986,Luis Llosa,NA,NA
4987,Luis Mandoki,NA,NA
4988,Luis Miranda,1969-12-15,NA
4989,Luis Rosado,NA,NA
4990,Luis Sanchez,1934-02-02,NA
4991,Luis Tosar,1971-10-13,NA
4992,Luis Valdez,1940-06-26,NA
4993,Luisa D'Oliveira,1986-10-06,NA
4994,Luisa Ranieri,1973-12-16,NA
4995,Lukas Haas,1976-04-16,NA
4996,Lukas Moodysson,1969-01-17,NA
4997,Luke Benward,1995-05-12,NA
4998,Luke Bracey,NA,NA
4999,Luke Dye,NA,NA
5000,Luke Edwards,1980-03-24,NA
5001,Luke Ford,1981-03-26,NA
5002,Luke Greenfield,1972-02-05,NA
5003,Luke Grimes,1984-01-21,NA
5004,Luke Kirby,1978-06-21,NA
5005,Luke Mably,1976-03-01,NA
5006,Luke Newberry,1990-02-19,NA
5007,Luke Perry,1966-10-11,NA
5008,Luke Treadaway,1984-09-10,NA
5009,Lumi Cavazos,1968-12-21,NA
5010,Lunetta Savino,1957-11-02,NA
5011,Lupe Ontiveros,1942-09-17,2012-07-26
5012,Lusia Strus,NA,NA
5013,Lydia Hearst,1984-09-19,NA
5014,Lydia Wilson,NA,NA
5015,Lymari Nadal,1978-02-11,NA
5016,Lynda Boyd,1965-01-28,NA
5017,Lynn Cohen,1933-08-10,NA
5018,Lynn Hung,1983-04-10,NA
5019,Lynn Redgrave,1943-03-08,2010-05-02
5020,Lynn Shelton,NA,NA
5021,Lynn Whitfield,1953-05-06,NA
5022,Lynne Ramsay,1969-12-05,NA
5023,Lynne Thigpen,1948-12-22,2003-03-12
5024,Lysette Anthony,1963-09-26,NA
5025,Lyubov Agapova,NA,NA
5026,M. Emmet Walsh,1935-03-22,NA
5027,M. Night Shyamalan,1970-08-06,NA
5028,M.C. Gainey,1948-01-18,NA
5029,Mabel Cheung,1950-11-17,NA
5030,Mabrouk El Mechri,NA,NA
5031,Mac McDonald,1949-06-18,NA
5032,Macaulay Culkin,1980-08-26,NA
5033,Macha Méril,NA,NA
5034,Mackenzie Aladjem,NA,NA
5035,Mackenzie Crook,1971-09-29,NA
5036,Mackenzie Davis,1987-04-01,NA
5037,Mackenzie Foy,2000-11-10,NA
5038,Mackenzie Gray,1957-11-22,NA
5039,Mackenzie Phillips,1959-11-10,NA
5040,Madeleine Albright,1937-05-15,NA
5041,Madeline Carroll,1996-03-18,NA
5042,Madeline Kahn,1942-09-29,1999-12-03
5043,Madhavan,1970-06-01,NA
5044,Madhuri Dixit,1967-05-15,NA
5045,Madison Davenport,1996-11-22,NA
5046,Madison Lintz,NA,NA
5047,Madison McKinley,NA,NA
5048,Madison Pettis,1998-07-22,NA
5049,Madison Rothschild,NA,NA
5050,Mae Marsh,1894-11-09,1968-02-13
5051,Mae West,1893-08-17,1980-11-22
5052,Maeve Dermody,1985-11-02,NA
5053,Magda Apanowicz,1985-11-08,NA
5054,Magda Szubanski,1961-04-12,NA
5055,Maggie Carey,NA,NA
5056,Maggie Cheung,1964-09-20,NA
5057,Maggie Greenwald,1955-06-23,NA
5058,Maggie Siff,1974-06-21,NA
5059,Maggie Wheeler,1961-08-07,NA
5060,Magi Avila,NA,NA
5061,Mahadeo Shivraj,NA,NA
5062,Mai Charoenpura,1969-01-05,NA
5063,Maia Morgenstern,1962-05-01,NA
5064,Maika Monroe,1993-05-29,NA
5065,Maile Flanagan,1965-05-19,NA
5066,Maïwenn,1976-04-17,NA
5067,Majid Majidi,NA,NA
5068,Mako,1936-10-25,NA
5069,Maksim Fadeev,1968-05-06,NA
5070,Malcolm D. Lee,1970-01-11,NA
5071,Malcolm Goodwin,NA,NA
5072,Malese Jow,1991-02-18,NA
5073,Malik Yoba,1967-09-17,NA
5074,Malika,NA,NA
5075,Malone Thomas,NA,NA
5076,Malonn Lévana,NA,NA
5077,Mamoru Hosoda,1967-09-19,NA
5078,Man Li,1953-01-14,NA
5079,Mandy Gonzalez,NA,NA
5080,Mani Bharathi,NA,NA
5081,Manish Dayal,1983-06-17,NA
5082,Manny Perez,1969-05-05,NA
5083,Manoj Bajpayee,1969-04-23,NA
5084,Måns Mårlind,1969-07-29,NA
5085,Manuela Velasco,1975-10-23,NA
5086,Mara Wilson,NA,NA
5087,Marama Corlett,NA,NA
5088,Marc Abraham,NA,NA
5089,Marc Anthony,1975-11-03,NA
5090,Marc Bennett,NA,NA
5091,Marc Blucas,1972-01-11,NA
5092,Marc Donato,1989-01-25,NA
5093,Marc F. Adler,NA,NA
5094,Marc Forby,1970-06-02,NA
5095,Marc Forster,1969-11-30,NA
5096,Marc John Jefferies,1990-05-16,NA
5097,Marc Lawrence,1917-07-19,2001-08-28
5098,Marc Levin,NA,NA
5099,Marc Macaulay,1957-10-13,NA
5100,Marc Schölermann,1971-10-14,NA
5101,Marc Singer,NA,NA
5102,Marc Trottier,1976-05-22,NA
5103,Marc Webb,1974-08-31,NA
5104,Marcel Iures,1951-08-02,NA
5105,Marcela Mar,1983-07-05,NA
5106,Marcell Nagy,NA,NA
5107,Marcella Lentz-Pope,NA,NA
5108,Marcello Mastroianni,1924-09-28,1996-12-19
5109,Marcia DeBonis,1960-06-04,NA
5110,Marcia Wallace,1942-11-01,2013-10-25
5111,Marcio Garcia,1970-04-17,NA
5112,Marco Hofschneider,1969-10-18,NA
5113,Marco Kreuzpaintner,1977-03-11,NA
5114,Marco Schnabel,NA,NA
5115,Marco St. John,1939-05-07,NA
5116,Marco Treviño,NA,NA
5117,Marcos Siega,1969-06-08,NA
5118,Marcus Chong,1967-07-08,NA
5119,Marcus Dunstan,NA,NA
5120,Marcus Lyle Brown,1970-12-26,NA
5121,Marcus Nispel,1963-05-26,NA
5122,Marcus Raboy,1965-11-30,NA
5123,Mare Winningham,1959-05-16,NA
5124,Marg Helgenberger,1958-11-16,NA
5125,Margaret Cho,1968-12-05,NA
5126,Margaret Hamilton,1902-12-09,1985-05-16
5127,Margaret Tracey,NA,NA
5128,Margarita Levieva,1980-02-09,NA
5129,Margo Harshman,1986-03-04,NA
5130,Margot Kidder,1948-10-17,NA
5131,Mari Koda,1986-08-03,NA
5132,María Alche,1983-04-23,NA
5133,María Aura,NA,NA
5134,María Botto,1974-02-10,NA
5135,Maria Canals-Barrera,1966-09-28,NA
5136,Maria Conchita Alonso,1957-06-29,NA
5137,Maria Dizzia,1974-12-29,NA
5138,Maria Doyle Kennedy,1964-09-25,NA
5139,Maria Grazia Cucinotta,1968-07-27,NA
5140,Maria Maggenti,NA,NA
5141,Maria Schrader,1965-09-27,NA
5142,Maria Thayer,1975-10-30,NA
5143,María Valverde,1987-03-24,NA
5144,Mariah Carey,1970-03-27,NA
5145,Marian Dziedziel,1947-08-05,NA
5146,Marian Marsh,1913-10-17,2006-11-09
5147,Marian Seldes,1928-08-23,2014-10-06
5148,Marianna Palka,1981-09-07,NA
5149,Marianne Denicourt,1966-05-14,NA
5150,Maribel Verdú,1970-10-02,NA
5151,Maricel Álvarez,NA,NA
5152,Marie Avgeropoulos,1986-06-17,NA
5153,Marie Féret,1945-05-26,2015-04-28
5154,Marie Gillain,1975-06-18,NA
5155,Marie Pillet,1941-07-20,2009-02-13
5156,Marie-Anne Chazel,1951-09-19,NA
5157,Marie-Josée Croze,1970-02-23,NA
5158,Mariel Hemingway,1961-11-22,NA
5159,Marielle Heller,1979-10-01,NA
5160,Mariette Monpierre,NA,NA
5161,Marilyn Agrelo,NA,NA
5162,Marilyn Burns,1949-05-07,2014-08-05
5163,Marilyn Manson,1969-01-05,NA
5164,Marilyn Norry,NA,NA
5165,Marilyn Rising,NA,NA
5166,Marin Hinkle,1966-03-23,NA
5167,Marina Golbahari,NA,NA
5168,Marina Hands,1975-01-10,NA
5169,Marina Sirtis,1955-03-29,NA
5170,Marina Vlady,1938-05-10,NA
5171,Mario Cimarro,1971-06-01,NA
5172,Mario Lopez,1973-10-10,NA
5173,Mario Monicelli,1915-05-15,2010-11-29
5174,Mario Van Peebles,1957-01-15,NA
5175,Marion Ross,1928-10-25,NA
5176,Marisa Coughlan,1974-03-17,NA
5177,Marisa Saks,1982-05-23,NA
5178,Marisol Nichols,1973-11-02,NA
5179,Marius A. Markevicius,1976-09-03,NA
5180,Mark A.Z. Dippé,NA,NA
5181,Mark Addy,1964-01-14,NA
5182,Mark Andrews,1968-09-12,NA
5183,Mark Bazeley,1970-09-30,NA
5184,Mark Brown,NA,NA
5185,Mark Camacho,1964-04-12,NA
5186,Mark Caven,1960-04-23,NA
5187,Mark Chinnery,NA,NA
5188,Mark Christopher,1963-07-08,NA
5189,Mark Christopher Lawrence,1964-05-22,NA
5190,Mark De Alessandro,NA,NA
5191,Mark Dindal,NA,NA
5192,Mark Duplass,1976-12-07,NA
5193,Mark Fantasia,NA,NA
5194,Mark Feuerstein,1971-06-08,NA
5195,Mark Gatiss,1966-10-17,NA
5196,Mark Helfrich,NA,NA
5197,Mark Hengst,1964-03-07,NA
5198,Mark Herman,NA,NA
5199,Mark Illsley,1958-06-04,NA
5200,Mark L. Lester,1946-11-26,NA
5201,Mark L. Young,NA,NA
5202,Mark Margolis,1939-11-26,NA
5203,Mark Moses,1958-02-24,NA
5204,Mark Mylod,NA,NA
5205,Mark Neveldine,1973-05-11,NA
5206,Mark Osborne,1970-09-17,NA
5207,Mark Pellington,1962-03-17,NA
5208,Mark Piznarski,NA,NA
5209,Mark Rendall,1988-10-21,NA
5210,Mark Rolston,1956-12-07,NA
5211,Mark Romanek,1959-09-18,NA
5212,Mark Rosman,NA,NA
5213,Mark Rydell,1929-03-23,NA
5214,Mark Rylance,1960-01-18,NA
5215,Mark Sandrich,1901-10-26,1945-03-04
5216,Mark Steven Johnson,1964-10-30,NA
5217,Mark Tarlov,NA,NA
5218,Mark Tonderai,NA,NA
5219,Mark Torgl,NA,NA
5220,Mark Valley,1964-12-24,NA
5221,Mark Walters,1950-02-22,NA
5222,Mark Waters,1960-01-18,NA
5223,Mark Webber,1980-07-19,NA
5224,Mark Williams,NA,NA
5225,Mark Wingett,1961-01-01,NA
5226,Mark Young,NA,NA
5227,Mark Zupan,1975-05-20,NA
5228,Markéta Irglová,1988-02-28,NA
5229,Marko Zaror,1978-06-10,NA
5230,Marla Gibbs,1931-06-14,NA
5231,Marla Sokoloff,1980-12-19,NA
5232,Marlee Matlin,1965-08-24,NA
5233,Marlene Forte,NA,NA
5234,Marley Shelton,1974-04-12,NA
5235,Marlon Brando,1924-04-03,2004-07-01
5236,Marques Houston,1981-08-04,NA
5237,Marri Savinar,NA,NA
5238,Mars Callahan,NA,NA
5239,Marsha Thomason,1976-01-19,NA
5240,Marshal Hilton,NA,NA
5241,Marshall Allman,1984-04-05,NA
5242,Marshall Bell,1942-09-28,NA
5243,Marta Etura,1978-10-28,NA
5244,Martha Coolidge,1946-08-17,NA
5245,Martha MacIsaac,1984-10-11,NA
5246,Martijn Lakemeier,1993-09-17,NA
5247,Martin Balsam,1919-11-04,1996-02-13
5248,Martin Brest,1951-08-08,NA
5249,Martin Campbell,1968-10-13,NA
5250,Martin Clunes,1961-11-28,NA
5251,Martin Compston,1984-05-08,NA
5252,Martin Dew,1968-01-18,NA
5253,Martin Donovan,1957-08-19,NA
5254,Martin Hancock,NA,NA
5255,Martin Henderson,1974-10-08,NA
5256,Martin Koolhoven,1969-04-25,NA
5257,Martin Kove,1946-03-06,NA
5258,Martin Landau,1928-06-20,NA
5259,Martin Lawrence,1965-04-16,NA
5260,Martin Lucey,NA,NA
5261,Martin McDonagh,1970-03-26,NA
5262,Martin Ritt,1914-03-02,1990-12-08
5263,Martin Scorsese,1942-11-17,NA
5264,Martin Semmelrogge,1955-12-08,NA
5265,Martin Sharpe,NA,NA
5266,Martin Short,1950-03-26,NA
5267,Martin Starr,1982-07-30,NA
5268,Martin Weisz,1966-03-27,NA
5269,Martina Gedeck,1961-09-14,NA
5270,Marty Lindsey,1970-12-14,NA
5271,Martyn Pick,NA,NA
5272,Marv Albert,1941-06-12,NA
5273,Mary Astor,1906-05-03,1987-09-25
5274,Mary Carr,1874-03-14,1973-06-24
5275,Mary Catherine Garrison,1973-12-19,NA
5276,Mary Elizabeth Mastrantonio,1958-11-17,NA
5277,Mary Goggin,1952-08-12,NA
5278,Mary Harron,1953-01-12,NA
5279,Mary J. Blige,1971-01-11,NA
5280,Mary Kate Wiles,NA,NA
5281,Mary Kay Place,1947-09-23,NA
5282,Mary Lambert,NA,NA
5283,Mary Lynn Rajskub,1971-06-22,NA
5284,Mary McCormack,1969-02-08,NA
5285,Mary McDonnell,1952-04-28,NA
5286,Mary McGuckian,1965-05-27,NA
5287,Mary Mouser,1996-05-09,NA
5288,Mary Norwood,NA,NA
5289,Mary Page Keller,1961-03-03,NA
5290,Mary Pat Kelly,NA,NA
5291,Mary Tsoni,NA,NA
5292,Mary Tyler Moore,1936-12-29,2017-01-25
5293,Mary-Kate Olsen,1986-06-13,NA
5294,Maryam Keshavarz,NA,NA
5295,Masayuki Ochiai,NA,NA
5296,Masi Oka,1974-12-27,NA
5297,Mason Gamble,1986-01-16,NA
5298,Mason Lee,1990-05-30,NA
5299,Master P,1945-01-01,NA
5300,Mateo Gil,1972-09-23,NA
5301,Matheus Nachtergaele,1969-01-03,NA
5302,Mathew Buck,1990-12-01,NA
5303,Mathieu Amalric,1965-10-25,NA
5304,Mathieu Kassovitz,1967-08-03,NA
5305,Matias Varela,1980-06-23,NA
5306,Matisyahu,1978-06-30,NA
5307,Matt Bennett,1968-04-09,NA
5308,Matt Berry,1974-05-02,NA
5309,Matt Bettinelli-Olpin,NA,NA
5310,Matt Birch,NA,NA
5311,Matt Bomer,1977-10-11,NA
5312,Matt Bushell,1974-01-08,NA
5313,Matt Cimber,NA,NA
5314,Matt Cohen,NA,NA
5315,Matt Crabtree,NA,NA
5316,Matt Craven,1956-11-10,NA
5317,Matt Damon,1970-10-08,NA
5318,Matt Day,1971-09-28,NA
5319,Matt Dillon,1964-02-18,NA
5320,Matt Frewer,1958-01-04,NA
5321,Matt Gerald,NA,NA
5322,Matt Hill,NA,NA
5323,Matt Hunter,NA,NA
5324,Matt Jackson,NA,NA
5325,Matt Johnson,NA,NA
5326,Matt Jones,1981-11-01,NA
5327,Matt Keeslar,1972-10-15,NA
5328,Matt King,1983-07-28,NA
5329,Matt Letscher,1970-06-26,NA
5330,Matt Long,1980-05-18,NA
5331,Matt Lucas,1974-03-05,NA
5332,Matt Maiellaro,NA,NA
5333,Matt Malloy,NA,NA
5334,Matt Marr,NA,NA
5335,Matt McCoy,1958-05-20,NA
5336,Matt O'Leary,1987-07-06,NA
5337,Matt Piedmont,NA,NA
5338,Matt Price,NA,NA
5339,Matt Prokop,1990-07-29,NA
5340,Matt Reeves,1966-04-27,NA
5341,Matt Ross,1970-01-03,NA
5342,Matt Schulze,1972-07-03,NA
5343,Matt Servitto,1965-04-07,NA
5344,Matt Shively,1990-09-15,NA
5345,Matt Smith,1982-10-28,NA
5346,Matt Stone,1971-05-26,NA
5347,Matt Walsh,1964-10-13,NA
5348,Matt Williams,NA,NA
5349,Matthew Alan,NA,NA
5350,Matthew Borlenghi,1967-05-25,NA
5351,Matthew Bright,1965-07-08,NA
5352,Matthew Broderick,1962-03-21,NA
5353,Matthew Cowles,1944-09-28,2014-05-22
5354,Matthew Daddario,NA,NA
5355,Matthew Diamond,NA,NA
5356,Matthew Emerick,NA,NA
5357,Matthew Feeney,1968-07-12,NA
5358,Matthew Glave,1963-08-19,NA
5359,Matthew Gray Gubler,1980-03-09,NA
5360,Matthew Gumley,1997-02-07,NA
5361,Matthew Hastings,1967-10-21,NA
5362,Matthew Knight,1994-02-16,NA
5363,Matthew Lawrence,1980-02-11,NA
5364,Matthew Macfadyen,1974-10-17,NA
5365,Matthew McConaughey,1969-11-04,NA
5366,Matthew McGrory,1973-05-17,2005-08-09
5367,Matthew Modine,1959-03-22,NA
5368,Matthew O'Callaghan,NA,NA
5369,Matthew Perry,1969-08-19,NA
5370,Matthew R. Anderson,NA,NA
5371,Matthew Robbins,1945-07-15,NA
5372,Matthew Settle,1969-09-17,NA
5373,Matthew Sunderland,NA,NA
5374,Matthew Vaughn,1971-03-07,NA
5375,Matthew Walker,NA,NA
5376,Matthew Watts,NA,NA
5377,Matthew Ziff,1991-03-24,NA
5378,Matthias Habich,1940-01-12,NA
5379,Matty Rich,1971-11-06,NA
5380,Maude Apatow,1997-12-15,NA
5381,Maura Tierney,1965-02-03,NA
5382,Maureen McCormick,1956-08-05,NA
5383,Maurice Compte,NA,NA
5384,Maurice Joyce,1969-03-13,NA
5385,Maurice LaMarche,1958-03-30,NA
5386,Maurice Roëves,1937-03-19,NA
5387,Maurizio Benazzo,NA,NA
5388,Maury Chaykin,1949-07-27,2010-07-27
5389,Max Adler,1986-01-17,NA
5390,Max Beesley,1971-04-16,NA
5391,Max Casella,1967-06-06,NA
5392,Max Cullen,1940-04-29,NA
5393,Max Färberböck,1950-09-22,NA
5394,Max Gail,1943-04-05,NA
5395,Max Joseph,NA,NA
5396,Max Kerstein,NA,NA
5397,Max Mayer,NA,NA
5398,Max Minghella,1985-09-16,NA
5399,Max Records,1997-06-18,NA
5400,Max Riemelt,1984-01-07,NA
5401,Max Ryan,NA,NA
5402,Max Wright,1943-08-02,NA
5403,Maximilian Dirr,1983-01-06,NA
5404,Maximilian Schell,1930-12-08,2014-02-01
5405,Maxine Bahns,1971-02-28,NA
5406,Maxwell Moody,NA,NA
5407,Maya Angelou,1928-04-04,2014-05-28
5408,McG,1968-08-09,NA
5409,Mckenna Grace,2006-06-25,NA
5410,Meat Loaf,1947-09-27,NA
5411,Meg Crosbie,2003-07-11,NA
5412,Meg Foster,1948-05-10,NA
5413,Megalyn Echikunwoke,1983-05-28,NA
5414,Megan Ambuhl Graner,NA,NA
5415,Megan Burns,1986-06-25,NA
5416,Megan Charpentier,NA,NA
5417,Megan Franich,NA,NA
5418,Megan Hilty,1981-03-29,NA
5419,Megan Mullally,1958-11-12,NA
5420,Megan Park,1986-07-24,NA
5421,Meghan Heffern,1983-10-03,NA
5422,Meghan Ory,1982-08-20,NA
5423,Megyn Price,1971-03-24,NA
5424,Mehcad Brooks,1980-10-25,NA
5425,Mei Melançon,1980-03-03,NA
5426,Meiert Avis,NA,NA
5427,Mekhi Phifer,1974-12-29,NA
5428,Mekia Cox,NA,NA
5429,Mel Blanc,1908-05-30,1989-07-10
5430,Mel Brooks,1926-06-28,NA
5431,Mel Eslyn,1983-08-19,NA
5432,Mel Ferrer,1917-08-25,2008-06-02
5433,Mel Gibson,1956-01-03,NA
5434,Mel Rodriguez,1973-06-12,NA
5435,Mel Smith,1952-12-03,2013-07-19
5436,Mel Stuart,1928-09-02,2012-08-09
5437,Mélanie Doutey,1978-11-22,NA
5438,Melanie Griffith,1957-08-09,NA
5439,Melanie Kinnaman,1953-12-18,NA
5440,Melanie Papalia,1984-07-11,NA
5441,Melina Kanakaredes,1967-04-23,NA
5442,Melinda Clarke,1969-04-24,NA
5443,Melinda Dillon,1939-10-13,NA
5444,Melissa Benoist,1988-10-04,NA
5445,Melissa Bolona,NA,NA
5446,Mélissa Désormeaux-Poulin,NA,NA
5447,Melissa Gilbert,1964-05-08,NA
5448,Melissa McMeekin,1972-11-20,NA
5449,Melissa Ordway,1983-03-31,NA
5450,Melissa Roxburgh,1992-12-10,NA
5451,Melissa Sagemiller,1974-06-01,NA
5452,Melissa Sturm,NA,NA
5453,Mélissa Theuriau,1978-07-18,NA
5454,Melonie Diaz,1984-04-25,NA
5455,Melora Walters,1960-10-21,NA
5456,Melvil Poupaud,1973-01-26,NA
5457,Melville Shavelson,1917-04-01,2007-08-08
5458,Melvin Van Peebles,1932-08-21,NA
5459,Melvyn Douglas,1901-04-05,1981-08-04
5460,Mem Ferda,1963-10-30,NA
5461,Mennan Yapo,NA,NA
5462,Menno Meyjes,NA,NA
5463,Merab Ninidze,1965-11-03,NA
5464,Mercedes Morán,1955-09-21,NA
5465,Meredith Hagner,1987-05-31,NA
5466,Meredith Scott Lynn,1970-03-08,NA
5467,Merritt Wever,1980-08-11,NA
5468,Merry Clayton,1948-12-25,NA
5469,Mervyn LeRoy,1900-10-15,1987-09-13
5470,Meryl Streep,1949-06-22,NA
5471,Method Man,1971-01-11,NA
5472,Mews Small,1942-03-20,NA
5473,Mhairi Calvey,1988-05-07,NA
5474,Mia Barron,NA,NA
5475,Mia Farrow,1945-02-09,NA
5476,Mia Kirshner,1975-01-25,NA
5477,Mía Maestro,1968-03-31,NA
5478,Mia Sara,1967-06-19,NA
5479,Mia Wasikowska,1989-10-14,NA
5480,Mic Rodgers,NA,NA
5481,Micah Sloat,NA,NA
5482,Michael Aaron Milligan,NA,NA
5483,Michael Abbott Jr.,1978-07-08,NA
5484,Michael Anderson,NA,NA
5485,Michael Angarano,1987-12-03,NA
5486,Michael Apted,1941-02-10,NA
5487,Michael Bay,1965-02-17,NA
5488,Michael Beach,1963-10-30,NA
5489,Michael Beck,NA,NA
5490,Michael Berryman,1948-09-04,NA
5491,Michael Biehn,1956-07-31,NA
5492,Michael Bolten,1991-07-27,NA
5493,Michael Bowen,1953-06-21,NA
5494,Michael Bower,1975-02-12,NA
5495,Michael Brandon,1945-04-20,NA
5496,Michael Burke,NA,NA
5497,Michael Byrne,1943-11-07,NA
5498,Michael C. Williams,1966-11-22,NA
5499,Michael Caton-Jones,1957-10-15,NA
5500,Michael Cerveris,1960-11-06,NA
5501,Michael Chapman,NA,NA
5502,Michael Chernus,1977-08-08,NA
5503,Michael Cimino,1939-02-03,2016-07-02
5504,Michael Clancy,NA,NA
5505,Michael Cohn,1951-09-05,NA
5506,Michael Corrente,1959-04-06,NA
5507,Michael Cortez,NA,NA
5508,Michael Crichton,1942-10-23,2008-11-04
5509,Michael Cristofer,1945-01-22,NA
5510,Michael Cudlitz,1964-12-29,NA
5511,Michael Cuesta,1963-07-08,NA
5512,Michael Curtiz,1886-12-24,1962-04-10
5513,Michael D. Sellers,NA,NA
5514,Michael DeLorenzo,1959-10-31,NA
5515,Michael Derek,1942-01-31,1994-02-19
5516,Michael Des Barres,1948-01-24,NA
5517,Michael Dinner,NA,NA
5518,Michael Dorman,1981-04-26,NA
5519,Michael Dorn,1952-12-09,NA
5520,Michael Dougherty,1974-10-28,NA
5521,Michael Douglas,1944-09-25,NA
5522,Michael Dowse,1973-04-19,NA
5523,Michael Dudikoff,1954-10-08,NA
5524,Michael Eisner,1942-03-07,NA
5525,Michael Elian,NA,NA
5526,Michael Elphick,1946-09-19,2002-09-07
5527,Michael Emerson,1954-09-07,NA
5528,Michael Fassbender,1977-04-02,NA
5529,Michael Gaston,1967-02-15,NA
5530,Michael Gornick,NA,NA
5531,Michael Gough,1956-12-03,NA
5532,Michael Greyeyes,1967-06-04,NA
5533,Michael Gross,1947-06-21,NA
5534,Michael Haneke,1942-03-23,NA
5535,Michael Harding,NA,NA
5536,Michael Herz,NA,NA
5537,Michael Higgenbottom,NA,NA
5538,Michael Hitchcock,1958-07-28,NA
5539,Michael Hoffman,1956-11-30,NA
5540,Michael Hoffman Jr.,1981-02-27,NA
5541,Michael Horse,1951-12-21,NA
5542,Michael Imperioli,1966-03-26,NA
5543,Michael Irby,1972-11-16,NA
5544,Michael J. Bassett,NA,NA
5545,Michael J. Burg,1968-12-28,NA
5546,Michael J. Morris,1907-05-26,1979-06-11
5547,Michael J. Pollard,1939-05-30,NA
5548,Michael Jai White,1967-11-10,NA
5549,Michael Jeter,1952-08-26,2003-03-30
5550,Michael Joiner,NA,NA
5551,Michael Jordan,1987-02-09,NA
5552,Michael Kang,1954-09-14,NA
5553,Michael Kelly,1969-05-22,NA
5554,Michael Kitchen,1948-10-31,NA
5555,Michael Landers,1962-03-12,NA
5556,Michael Landes,1972-09-18,NA
5557,Michael Landon Jr.,1964-06-20,NA
5558,Michael Lehmann,1957-03-30,NA
5559,Michael Lembeck,1948-06-25,NA
5560,Michael Lerner,1941-06-22,NA
5561,Michael Lieber,NA,NA
5562,Michael Lonsdale,1931-05-24,NA
5563,Michael Mann,1943-02-05,NA
5564,Michael Martin,NA,NA
5565,Michael Mayer,NA,NA
5566,Michael McCullers,NA,NA
5567,Michael McElhatton,NA,NA
5568,Michael McGlone,1972-08-10,NA
5569,Michael McGowan,1966-04-14,NA
5570,Michael McKean,1947-10-17,NA
5571,Michael McLafferty,1972-09-05,NA
5572,Michael McMillian,1978-10-21,NA
5573,Michael Meredith,1967-09-22,NA
5574,Michael Michele,1966-08-30,NA
5575,Michael Monks,NA,NA
5576,Michael Moore,1954-04-23,NA
5577,Michael Mosley,1957-03-22,NA
5578,Michael Nardone,1967-01-20,NA
5579,Michael Nouri,1945-12-09,NA
5580,Michael Nyqvist,1960-11-08,NA
5581,Michael O. Sajbel,NA,NA
5582,Michael O'Keefe,1977-07-27,NA
5583,Michael O'Neill,NA,NA
5584,Michael Palin,1943-05-05,NA
5585,Michael Papajohn,1964-11-07,NA
5586,Michael Paré,NA,NA
5587,Michael Parks,1940-04-24,NA
5588,Michael Parle,1958-10-09,NA
5589,Michael Patrick Jann,1970-05-15,NA
5590,Michael Patrick King,1954-09-14,NA
5591,Michael Polish,1970-10-30,NA
5592,Michael Pollan,1955-02-06,NA
5593,Michael Potts,NA,NA
5594,Michael Pressman,1950-07-01,NA
5595,Michael Radford,1946-02-24,NA
5596,Michael Rady,1981-08-20,NA
5597,Michael Rapaport,1970-03-20,NA
5598,Michael Raymond-James,1977-12-24,NA
